CORRECT     	EL_01043	Kingman, Arizona	Kingman, Arizona
CORRECT     	EL_00157	Anil Ambani	Anil Ambani
CORRECT     	EL_00857	Barbara Hogan	Barbara Hogan
EXP NIL     	EL_01429	NBC Entertainment	NBC
EXP NIL     	EL_01763	SBSM	Santa Maria Airport (Rio Grande do Sul)
EXP NIL     	EL_01764	SBSM	Santa Maria Airport (Rio Grande do Sul)
CORRECT     	EL_00267	Bloomfield, Connecticut	Bloomfield, Connecticut
CORRECT     	EL_01138	Litchfield, New Hampshire	Litchfield, New Hampshire
EXP NIL     	EL_01768	SJC	San Jose International Airport
EXP NIL     	EL_02215	Willy Loman	Death of a Salesman
CORRECT     	EL_01001	Juan Carlos	Juan Carlos I of Spain
CORRECT     	EL_00805	University of Hong Kong	University of Hong Kong
CORRECT     	EL_00166	Art Center College of Design	Art Center College of Design
CORRECT     	EL_01884	Sonoma, California	Sonoma, California
WRONG KB ID 	EL_00137	Albion	West Bromwich Albion F.C.
CORRECT     	EL_01603	Onion	The Onion
CORRECT     	EL_00145	Salvador Allende	Salvador Allende
CORRECT     	EL_00846	Hickory, North Carolina	Hickory, North Carolina
CORRECT     	EL_00311	Brownsville, Minnesota	Brownsville, Minnesota
WRONG KB ID 	EL_01668	Plattsburgh, New York	WPTZ
CORRECT     	EL_02194	Waynesboro, Virginia	Waynesboro, Virginia
CORRECT     	EL_02195	Waynesboro, Virginia	Waynesboro, Virginia
CORRECT     	EL_02198	Waynesboro, Virginia	Waynesboro, Virginia
CORRECT     	EL_01049	Lebanese Armed Forces	Lebanese Armed Forces
CORRECT     	EL_01050	Lebanese Armed Forces	Lebanese Armed Forces
CORRECT     	EL_01089	Lafayette, Colorado	Lafayette, Colorado
CORRECT     	EL_00340	CBS	CBS
CORRECT     	EL_01361	Millington, Tennessee	Millington, Tennessee
CORRECT     	EL_00592	Elizabeth Edwards	Elizabeth Edwards
CORRECT     	EL_01475	NSE	National Stock Exchange of India
CORRECT     	EL_00585	Easton, Pennsylvania	Easton, Pennsylvania
EXP NIL     	EL_00586	Ecco	ECCO
EXP NIL     	EL_00588	Ecco	ECCO
CORRECT     	EL_00435	Christchurch, New Zealand	Christchurch
WRONG KB ID 	EL_01873	Robin Soderling	Robin S.
WRONG KB ID 	EL_01874	Robin Soderling	Robin S.
WRONG KB ID 	EL_01875	Robin Soderling	Robin S.
CORRECT     	EL_02046	Telsim	Vodafone Turkey
CORRECT     	EL_01442	National Development and Reform Commission	National Development and Reform Commission
CORRECT     	EL_01443	National Development and Reform Commission	National Development and Reform Commission
CORRECT     	EL_01444	National Development and Reform Commission	National Development and Reform Commission
CORRECT     	EL_01445	National Development and Reform Commission	National Development and Reform Commission
CORRECT     	EL_01711	Burt Reynolds	Burt Reynolds
CORRECT     	EL_00959	Jacksonville, Oregon	Jacksonville, Oregon
CORRECT     	EL_02119	United National Party	United National Party
WRONG KB ID 	EL_01885	Sonora, Texas	Sonora, Texas
CORRECT     	EL_01098	Latics	Wigan Athletic F.C.
WRONG KB ID 	EL_01569	North High School	Davenport North High School
WRONG KB ID 	EL_01570	North High School	Davenport North High School
CORRECT     	EL_01175	Lunenburg, Nova Scotia	Lunenburg, Nova Scotia
EXP NIL     	EL_02184	Sidney Walker	Beau Jack
WRONG KB ID 	EL_00013	ABC	Ugly Betty
EXP NIL     	EL_01468	NICE	Nice
CORRECT     	EL_01113	Heath Ledger	Heath Ledger
CORRECT     	EL_01114	Ledger	Heath Ledger
CORRECT     	EL_01115	Heath Ledger	Heath Ledger
CORRECT     	EL_01116	Heath Ledger	Heath Ledger
CORRECT     	EL_01117	Heath Ledger	Heath Ledger
CORRECT     	EL_01118	Heath Ledger	Heath Ledger
CORRECT     	EL_01119	Heath Ledger	Heath Ledger
CORRECT     	EL_00171	Avalon, California	Avalon, California
CORRECT     	EL_01772	Springfield, Missouri	Springfield, Missouri
WRONG KB ID 	EL_00853	Hill	Hill Street Blues
CORRECT     	EL_00430	Chris Carney	Chris Carney
CORRECT     	EL_01669	Poland, Ohio	Poland, Ohio
CORRECT     	EL_01602	Olympia	Olympia, Greece
CORRECT     	EL_01892	Southfield, Michigan	Southfield, Michigan
CORRECT     	EL_02047	Templeton, Massachusetts	Templeton, Massachusetts
WRONG KB ID 	EL_00614	Essex	David Essex
CORRECT     	EL_01759	Santa Clara, Cuba	Santa Clara, Cuba
WRONG KB ID 	EL_02127	USAID	Egypt
CORRECT     	EL_01162	Lovell, Maine	Lovell, Maine
EXP NIL     	EL_01251	Madina	Medina
CORRECT     	EL_01476	NSG	National Security Guards
CORRECT     	EL_01297	Marie Osmond	Marie Osmond
CORRECT     	EL_00356	CNN	CNN
CORRECT     	EL_00357	CNN	CNN
CORRECT     	EL_00358	CNN	CNN
CORRECT     	EL_00559	ECB	European Central Bank
CORRECT     	EL_00560	ECB	European Central Bank
CORRECT     	EL_02238	Zimbabwe Congress of Trade Unions	Zimbabwe Congress of Trade Unions
CORRECT     	EL_00691	GAA	Gaelic Athletic Association
CORRECT     	EL_00692	Gaelic Athletic Association	Gaelic Athletic Association
CORRECT     	EL_01112	Leavenworth, Kansas	Leavenworth, Kansas
WRONG KB ID 	EL_02007	TNT	Turner Network Television
CORRECT     	EL_02008	TNT	Turner Network Television
CORRECT     	EL_00898	Indian Premier League	Indian Premier League
CORRECT     	EL_00899	IPL	Indian Premier League
EXP NIL     	EL_02155	VT	VT Group
CORRECT     	EL_00775	Charles Grant	Charles Grant (American football)
CORRECT     	EL_00704	Gulf Cooperation Council	Cooperation Council for the Arab States of the Gulf
CORRECT     	EL_01639	Patti Smith	Patti Smith
CORRECT     	EL_00399	Johnny Cash	Johnny Cash
CORRECT     	EL_01549	News Corp	News Corporation
CORRECT     	EL_01550	News Corp	News Corporation
CORRECT     	EL_01551	News Corp.	News Corporation
CORRECT     	EL_01552	News Corp.	News Corporation
CORRECT     	EL_01553	News Corp.	News Corporation
CORRECT     	EL_00228	Bay City, Michigan	Bay City, Michigan
CORRECT     	EL_02009	Toronto, Canada	Toronto
CORRECT     	EL_02010	Toronto, Canada	Toronto
CORRECT     	EL_02084	Toronto, Canada	Toronto
CORRECT     	EL_02085	Toronto	Toronto
CORRECT     	EL_00450	College Park	College Park, Maryland
CORRECT     	EL_00451	College Park	College Park, Maryland
EXP NIL     	EL_00038	AMI	Ami Suzuki
WRONG KB ID 	EL_01225	Ministry of Foreign Affairs	Ministry of Foreign Affairs (Republic of China)
CORRECT     	EL_01226	Ministry of Foreign Affairs	Ministry of Foreign Affairs (Republic of China)
CORRECT     	EL_01654	Peshawar, Pakistan	Peshawar
CORRECT     	EL_01655	Peshawar, Pakistan	Peshawar
CORRECT     	EL_01324	Megan McCafferty	Megan McCafferty
CORRECT     	EL_01699	Riverdale, Georgia	Riverdale, Georgia
CORRECT     	EL_00136	Alain Perrin	Alain Perrin
CORRECT     	EL_00295	Bridgewater, Massachusetts	Bridgewater, Massachusetts
WRONG KB ID 	EL_01452	NEWMARKET	Newmarket, Ontario
CORRECT     	EL_01103	Lucy Lawless	Lucy Lawless
CORRECT     	EL_01412	Craig Morton	Craig Morton
CORRECT     	EL_02102	Ty Cobb	Ty Cobb
CORRECT     	EL_00970	Thomas Jane	Thomas Jane
CORRECT     	EL_01091	Lagos, Nigeria	Lagos
CORRECT     	EL_01576	Dalton, Georgia	Dalton, Georgia
CORRECT     	EL_00467	Ann Coulter	Ann Coulter
CORRECT     	EL_00468	Ann Coulter	Ann Coulter
EXP NIL     	EL_02020	Tachira	University of the Andes, Venezuela
EXP NIL     	EL_02021	Tachira	University of the Andes, Venezuela
EXP NIL     	EL_02022	Tachira	University of the Andes, Venezuela
EXP NIL     	EL_02023	Tachira	University of the Andes, Venezuela
CORRECT     	EL_00727	Galveston, Texas	Galveston, Texas
CORRECT     	EL_00728	Galveston	Galveston, Texas
CORRECT     	EL_02055	The Football League	The Football League
CORRECT     	EL_00501	Dubuque, Iowa	Dubuque, Iowa
CORRECT     	EL_01568	North Bend, Washington	North Bend, Washington
EXP NIL     	EL_01589	Odessa	Odessa
WRONG KB ID 	EL_01219	MOC	Montenegrin Orthodox Church
CORRECT     	EL_01890	South Bend, Indiana	South Bend, Indiana
CORRECT     	EL_01891	South Bend, Indiana	South Bend, Indiana
CORRECT     	EL_02239	Zain	Zain
CORRECT     	EL_02240	Zain	Zain
CORRECT     	EL_01073	League of Polish Families	League of Polish Families
CORRECT     	EL_01074	League of Polish Families	League of Polish Families
CORRECT     	EL_01693	Richmond, Virginia	Richmond, Virginia
CORRECT     	EL_00247	Bhopal	Bhopal
CORRECT     	EL_00248	Bhopal	Bhopal
CORRECT     	EL_00249	Bhopal	Bhopal
WRONG KB ID 	EL_01087	Labour Party	Labour Party (UK)
EXP NIL     	EL_01093	Langley, Virginia	Central Intelligence Agency
WRONG KB ID 	EL_02112	United Nations	Iraq War
CORRECT     	EL_01147	Long Beach	Long Beach, California
EXP NIL     	EL_00623	FA	FA Cup
CORRECT     	EL_00972	Jane Roe	Norma McCorvey
CORRECT     	EL_00687	Fred Phelps	Fred Phelps
CORRECT     	EL_00603	Elmira, New York	Elmira, New York
WRONG KB ID 	EL_00604	Elmira, New York	Elmira, New York
CORRECT     	EL_00629	Armed Forces of Colombia	Revolutionary Armed Forces of Colombia
CORRECT     	EL_00630	Armed Forces of Colombia	Revolutionary Armed Forces of Colombia
CORRECT     	EL_00631	FARC	Revolutionary Armed Forces of Colombia
CORRECT     	EL_00054	ATK	Alliant Techsystems
WRONG KB ID 	EL_01171	Ludlow	Ludlow
CORRECT     	EL_02072	Tokushima, Japan	Tokushima, Tokushima
CORRECT     	EL_01734	Rockport, Texas	Rockport, Texas
WRONG KB ID 	EL_01344	Michigan State	Michigan State University
CORRECT     	EL_01345	Michigan State University	Michigan State University
CORRECT     	EL_01150	Lorraine	Lorraine (region)
EXP NIL     	EL_02062	Thomson	William Thomson, 1st Baron Kelvin
CORRECT     	EL_02097	Darcy Tucker	Darcy Tucker
CORRECT     	EL_01809	Sangwal	Srinagarindra
EXP NIL     	EL_01652	Persia, New York	Persia, New York
CORRECT     	EL_00807	HSUS	Humane Society of the United States
CORRECT     	EL_00148	American University	American University
CORRECT     	EL_00149	American University	American University
CORRECT     	EL_02091	Treasury department	United States Department of the Treasury
CORRECT     	EL_01926	Alex Steen	Alexander Steen
CORRECT     	EL_01607	Duluth, Georgia	Duluth, Georgia
CORRECT     	EL_00389	Canterbury, New Hampshire	Canterbury, New Hampshire
CORRECT     	EL_00562	EDINBURGH	Edinburgh
CORRECT     	EL_00563	EDINBURGH	Edinburgh
EXP NIL     	EL_00811	Hailie	Eminem
EXP NIL     	EL_00812	Hailie	Eminem
CORRECT     	EL_01577	Lynchburg, Virginia	Lynchburg, Virginia
CORRECT     	EL_01459	NFL Players Association	National Football League Players Association
CORRECT     	EL_00935	Isabela, Philippines	Isabela (province)
CORRECT     	EL_00936	Isabela, Philippines	Isabela (province)
EXP NIL     	EL_00023	ADF	Australian Defence Force
CORRECT     	EL_00719	Georgia Tech	Georgia Institute of Technology
CORRECT     	EL_00720	Georgia Tech	Georgia Institute of Technology
WRONG KB ID 	EL_00011	Abbeville, South Carolina	Abbeville County, South Carolina
CORRECT     	EL_01401	Montpelier, Vermont	Montpelier, Vermont
CORRECT     	EL_01477	Norwich Union	Norwich Union
WRONG KB ID 	EL_02094	Troy University	Troy University
CORRECT     	EL_01621	PKK	Kurdistan Workers Party
CORRECT     	EL_01622	PKK	Kurdistan Workers Party
CORRECT     	EL_01637	PSA	PSA International
CORRECT     	EL_01584	ONGC	Oil and Natural Gas Corporation
CORRECT     	EL_00776	Greencastle, Indiana	Greencastle, Indiana
CORRECT     	EL_00020	ACM	Association for Computing Machinery
EXP NIL     	EL_01612	Oregon	Oregon Trail
CORRECT     	EL_01472	Norwich, Vermont	Norwich, Vermont
EXP NIL     	EL_00612	Esmeraldas, Ecuador	Esmeraldas, Ecuador
CORRECT     	EL_00613	Esmeraldas, Ecuador	Esmeraldas, Ecuador
EXP NIL     	EL_01913	St. Joseph's	Saint Joseph
WRONG KB ID 	EL_01914	St. Joseph's	Saint Joseph
WRONG KB ID 	EL_01325	Melbourne	Melbourne
CORRECT     	EL_00230	Beijing, China	Beijing
CORRECT     	EL_00231	Beijing, China	Beijing
CORRECT     	EL_00232	Beijing, China	Beijing
WRONG KB ID 	EL_00834	Hawaii	Beijing
CORRECT     	EL_02145	Victoria, British Columbia	Victoria, British Columbia
CORRECT     	EL_02146	Victoria, British Columbia	Victoria, British Columbia
WRONG KB ID 	EL_00261	Bismarck	Otto von Bismarck
CORRECT     	EL_00532	Delaware	Delaware
CORRECT     	EL_00534	Delaware	Delaware
WRONG KB ID 	EL_00372	CTA	Chicago Transit Authority
CORRECT     	EL_00373	Chicago Transit Authority	Chicago Transit Authority
CORRECT     	EL_00598	Eliot Spitzer	Eliot Spitzer
CORRECT     	EL_00599	Eliot Spitzer	Eliot Spitzer
CORRECT     	EL_00986	Jim Cramer	Jim Cramer
WRONG KB ID 	EL_01937	Steve Smith	Journey (band)
WRONG KB ID 	EL_02144	VA	United States Department of Veterans Affairs
CORRECT     	EL_00762	Glastonbury	Glastonbury
CORRECT     	EL_02152	VR	Velvet Revolver
EXP NIL     	EL_01286	Mandeville, Arkansas	Texarkana
CORRECT     	EL_00600	Eliot	T. S. Eliot
CORRECT     	EL_00441	Cincy	Cincinnati, Ohio
CORRECT     	EL_01402	Montreal, Canada	Montreal
CORRECT     	EL_01403	Montreal, Canada	Montreal
WRONG KB ID 	EL_02206	Westport	Westport, Connecticut
EXP NIL     	EL_00415	Channel Nine	Nine Network
CORRECT     	EL_00416	Channel Nine	Nine Network
WRONG KB ID 	EL_00417	Channel Nine	Nine Network
EXP NIL     	EL_01715	Richwoods	Richwoods High School
CORRECT     	EL_02136	Upland, California	Upland, California
CORRECT     	EL_02137	Upland, California	Upland, California
EXP NIL     	EL_00814	Halhoul	Halhul
CORRECT     	EL_00990	Scarlett Johansson	Scarlett Johansson
EXP NIL     	EL_01912	St. Etienne	Saint Etienne (band)
CORRECT     	EL_00502	Duluth, Minnesota	Duluth, Minnesota
CORRECT     	EL_00858	Hulk Hogan	Hulk Hogan
WRONG KB ID 	EL_02176	WWE	Hulk Hogan
CORRECT     	EL_00353	CNBC	CNBC
CORRECT     	EL_00354	CNBC	CNBC
CORRECT     	EL_00355	CNBC	CNBC
CORRECT     	EL_00380	Cambridge, Massachusetts	Cambridge, Massachusetts
CORRECT     	EL_00381	Cambridge, Massachusetts	Cambridge, Massachusetts
WRONG KB ID 	EL_01311	Massachusetts	Cambridge, Massachusetts
CORRECT     	EL_00905	IRS	Internal Revenue Service
CORRECT     	EL_00906	Internal Revenue Service	Internal Revenue Service
CORRECT     	EL_02111	UFC	Ultimate Fighting Championship
WRONG KB ID 	EL_00287	Bosch	Robert Bosch GmbH
EXP NIL     	EL_00288	Bosch	Robert Bosch GmbH
CORRECT     	EL_00446	Clearfield, Utah	Clearfield, Utah
WRONG KB ID 	EL_00212	J. Michael Bailey	The Man Who Would Be Queen
CORRECT     	EL_01820	Sari Pul	Sar-e Pol city
WRONG KB ID 	EL_01758	Santa Clara, California	Santa Clara University
CORRECT     	EL_01299	Paul Mariner	Paul Mariner
WRONG KB ID 	EL_00724	Gainesville, Florida	University of Florida
CORRECT     	EL_00886	Santa Monica, Ca	Santa Monica, California
CORRECT     	EL_01813	Santa Monica, California	Santa Monica, California
CORRECT     	EL_01814	Santa Monica, California	Santa Monica, California
EXP NIL     	EL_00251	Bill Martin	Billy Martin
EXP NIL     	EL_00252	Bill Martin	Billy Martin
EXP NIL     	EL_00253	Bill Martin	Billy Martin
WRONG KB ID 	EL_02133	University	Minnesota State University, Mankato
CORRECT     	EL_02031	Tank Johnson	Tank Johnson
WRONG KB ID 	EL_02032	Tank	Tank Johnson
CORRECT     	EL_02033	Tank Johnson	Tank Johnson
CORRECT     	EL_02034	Tank Johnson	Tank Johnson
CORRECT     	EL_02035	Tank Johnson	Tank Johnson
CORRECT     	EL_02036	Tank Johnson	Tank Johnson
CORRECT     	EL_00492	DIA	Defense Intelligence Agency
CORRECT     	EL_00835	Hawaii	Hawaii
CORRECT     	EL_00836	Hawaii	Hawaii
CORRECT     	EL_00485	Darlington, South Carolina	Darlington, South Carolina
CORRECT     	EL_00486	Darlington, South Carolina	Darlington, South Carolina
CORRECT     	EL_00487	Darlington, South Carolina	Darlington, South Carolina
CORRECT     	EL_02070	Tivoli	Tivoli, Italy
CORRECT     	EL_02071	Tivoli, Italy	Tivoli, Italy
CORRECT     	EL_00718	Greenwich, Connecticut	Greenwich, Connecticut
CORRECT     	EL_02140	Utah	Utah
CORRECT     	EL_02141	Utah	Utah
CORRECT     	EL_01716	Riva	Luigi Riva
CORRECT     	EL_01718	Luigi Riva	Luigi Riva
CORRECT     	EL_00405	Caymans	Cayman Islands
CORRECT     	EL_00575	ESPN	ESPN
CORRECT     	EL_00490	Department of Homeland Security	United States Department of Homeland Security
CORRECT     	EL_00491	Department of Homeland Security	United States Department of Homeland Security
CORRECT     	EL_01214	Department of Homeland Security	United States Department of Homeland Security
CORRECT     	EL_00272	Kevin-Prince Boateng	Kevin-Prince Boateng
CORRECT     	EL_00237	Beloit, Wisconsin	Beloit, Wisconsin
WRONG KB ID 	EL_00989	Johannesburg, South Africa	OR Tambo International Airport
CORRECT     	EL_00715	Grand Forks, North Dakota	Grand Forks, North Dakota
CORRECT     	EL_00772	Grand Forks, North Dakota	Grand Forks, North Dakota
CORRECT     	EL_00773	Grand Forks, N.D.	Grand Forks, North Dakota
CORRECT     	EL_02203	Westmoreland, Tennessee	Westmoreland, Tennessee
WRONG KB ID 	EL_01605	Orangeville, Pennsylvania	Orangeville, Pennsylvania
WRONG KB ID 	EL_00975	Jefferson County	Jefferson County Public Schools (Kentucky)
CORRECT     	EL_00465	John Conyers	John Conyers
CORRECT     	EL_00466	John Conyers	John Conyers
CORRECT     	EL_00339	CBP	U.S. Customs and Border Protection
CORRECT     	EL_01186	Margate, New Jersey	Margate City, New Jersey
CORRECT     	EL_00268	Bloomfield, New Jersey	Bloomfield, New Jersey
CORRECT     	EL_00707	GMA 7	GMA Network
CORRECT     	EL_01624	Plano, Texas	Plano, Texas
CORRECT     	EL_01625	Plano, Texas	Plano, Texas
EXP NIL     	EL_01712	Richard Bush	Richard E. Bush
EXP NIL     	EL_01713	Richard Bush	Richard E. Bush
EXP NIL     	EL_00264	William Black	William Blake
CORRECT     	EL_00031	AKP	Justice and Development Party (Turkey)
CORRECT     	EL_00032	Development Party	Justice and Development Party (Turkey)
CORRECT     	EL_00033	AKP	Justice and Development Party (Turkey)
CORRECT     	EL_00495	DOJ	United States Department of Justice
CORRECT     	EL_00496	DOJ	United States Department of Justice
CORRECT     	EL_00497	DOJ	United States Department of Justice
CORRECT     	EL_00498	DOJ	United States Department of Justice
CORRECT     	EL_00499	DOJ	United States Department of Justice
CORRECT     	EL_01893	Southwick, Massachusetts	Southwick, Massachusetts
CORRECT     	EL_00179	Bakersfield, California	Bakersfield, California
CORRECT     	EL_00180	Bakersfield, California	Bakersfield, California
CORRECT     	EL_01805	Sylvester, Georgia	Sylvester, Georgia
CORRECT     	EL_01986	Sylvester, Georgia	Sylvester, Georgia
CORRECT     	EL_01308	Marysville, Washington	Marysville, Washington
CORRECT     	EL_01688	Pyongyang, North Korea	Pyongyang
CORRECT     	EL_01689	Pyongyang	Pyongyang
CORRECT     	EL_01528	New Bedford, Massachusetts	New Bedford, Massachusetts
CORRECT     	EL_01738	Roseville, Michigan	Roseville, Michigan
CORRECT     	EL_02135	Upland, Indiana	Upland, Indiana
CORRECT     	EL_00551	Dover, New Jersey	Dover, New Jersey
CORRECT     	EL_01673	Portugal	Portugal
CORRECT     	EL_00168	Christopher Atkins	Christopher Atkins
CORRECT     	EL_00429	Chris	Christopher Atkins
EXP NIL     	EL_01665	Pinky	Pinky (film)
EXP NIL     	EL_00884	Hyderabad	Hyderabad State
CORRECT     	EL_00731	Garden	Madison Square Garden
CORRECT     	EL_01683	Kelly Preston	Kelly Preston
EXP NIL     	EL_01610	Oregon, Wisconsin	Oregon, Wisconsin
CORRECT     	EL_01694	RIL	Reliance Industries
CORRECT     	EL_01695	RIL	Reliance Industries
CORRECT     	EL_01696	RIL	Reliance Industries
CORRECT     	EL_01697	Reliance Industries	Reliance Industries
EXP NIL     	EL_00661	Fares	Greyhound Lines
CORRECT     	EL_01644	Pavlov	Ivan Pavlov
CORRECT     	EL_01743	JD Roth	J. D. Roth
CORRECT     	EL_00799	Harbin, China	Harbin
CORRECT     	EL_01744	Eli Roth	Eli Roth
WRONG KB ID 	EL_01223	Ministry of Finance	Ministry of Finance (Singapore)
WRONG KB ID 	EL_01414	Moscow	Russia
CORRECT     	EL_00558	EADS	EADS
CORRECT     	EL_00192	BMW	BMW
CORRECT     	EL_00796	Hindustan Aeronautics Limited	Hindustan Aeronautics Limited
CORRECT     	EL_01404	Evo Morales	Evo Morales
CORRECT     	EL_01405	Evo Morales	Evo Morales
EXP NIL     	EL_02224	YCL	Young Communist League of Canada
CORRECT     	EL_00833	Havre, Montana	Havre, Montana
CORRECT     	EL_01040	Kilgore, Texas	Kilgore, Texas
CORRECT     	EL_01041	Kilgore, Texas	Kilgore, Texas
CORRECT     	EL_01042	Kilgore, Texas	Kilgore, Texas
WRONG KB ID 	EL_00059	Abbotsford, British Columbia	Abbotsford International Airport
WRONG KB ID 	EL_00060	Abbotsford, British Columbia	Abbotsford International Airport
CORRECT     	EL_00028	AGL Energy Ltd.	AGL Energy
CORRECT     	EL_01317	Scott McClain	Scott McClain
WRONG KB ID 	EL_00591	John Edwards	Edwin Edwards
CORRECT     	EL_02121	UNSC	United Nations Security Council
CORRECT     	EL_01013	KOMO	KOMO-TV
CORRECT     	EL_01014	KOMO	KOMO-TV
CORRECT     	EL_01847	Shenuda	Pope Shenouda III of Alexandria
CORRECT     	EL_01848	Shenuda	Pope Shenouda III of Alexandria
EXP NIL     	EL_01968	Sun City, South Africa	Artists United Against Apartheid
CORRECT     	EL_02187	Scott Walker	Scott Walker (politician)
CORRECT     	EL_01904	Spokane, Washington	Spokane, Washington
CORRECT     	EL_01905	Spokane, Washington	Spokane, Washington
WRONG KB ID 	EL_02040	Calin Popescu Tariceanu	Prime Minister of Romania
CORRECT     	EL_01463	NHL	National Hockey League
CORRECT     	EL_01464	NHL	National Hockey League
CORRECT     	EL_01465	NHL	National Hockey League
CORRECT     	EL_00770	Grafton, Massachusetts	Grafton, Massachusetts
CORRECT     	EL_00771	Grafton, Massachusetts	Grafton, Massachusetts
CORRECT     	EL_00730	TD Banknorth Garden	TD Banknorth Garden
WRONG KB ID 	EL_00229	Beaver Creek	Beaver Creek Resort
CORRECT     	EL_02101	Ty Wigginton	Ty Wigginton
CORRECT     	EL_00385	Naomi Campbell	Naomi Campbell
CORRECT     	EL_00388	Naomi Campbell	Naomi Campbell
EXP NIL     	EL_00404	Caulfield	Caulfield Grammar School
CORRECT     	EL_01036	Kensington, Maryland	Kensington, Maryland
CORRECT     	EL_01037	Kensington, Maryland	Kensington, Maryland
CORRECT     	EL_01841	Nawaz Sharif	Nawaz Sharif
CORRECT     	EL_01842	Nawaz Sharif	Nawaz Sharif
CORRECT     	EL_01843	Nawaz Sharif	Nawaz Sharif
EXP NIL     	EL_00052	Ashburn, Virginia	Loudoun County, Virginia
CORRECT     	EL_01051	Lafayette, Tennessee	Lafayette, Tennessee
CORRECT     	EL_01052	Lafayette, Tennessee	Lafayette, Tennessee
CORRECT     	EL_00428	Chris Chambers	Chris Chambers
CORRECT     	EL_01529	New Democracy party	New Democracy (Greece)
CORRECT     	EL_01531	New Democracy party	New Democracy (Greece)
CORRECT     	EL_01532	New Democracy party	New Democracy (Greece)
EXP NIL     	EL_02124	UPS	United Parcel Service
CORRECT     	EL_02125	UPS	United Parcel Service
WRONG KB ID 	EL_00398	Carrollton	Carrollton, Georgia
CORRECT     	EL_01331	Townsville, Australia	Townsville, Queensland
CORRECT     	EL_02088	Townsville, Australia	Townsville, Queensland
CORRECT     	EL_02089	Townsville, Australia	Townsville, Queensland
EXP NIL     	EL_01943	David Stewart	David A. Stewart
CORRECT     	EL_00484	Dalton, New Hampshire	Dalton, New Hampshire
CORRECT     	EL_01469	National Iranian Oil Company	National Iranian Oil Company
EXP NIL     	EL_01608	Oregon	Service Employees International Union
CORRECT     	EL_01080	La Union, Philippines	La Union
WRONG KB ID 	EL_00675	Forks, Washington	Twilight (2008 film)
WRONG KB ID 	EL_00676	Forks, Washington	Twilight (2008 film)
WRONG KB ID 	EL_01792	Salt Lake	Salt Lake County, Utah
CORRECT     	EL_01057	LBC TV	Lebanese Broadcasting Corporation
CORRECT     	EL_01058	LBC TV	Lebanese Broadcasting Corporation
CORRECT     	EL_00506	Damascus, Syria	Damascus
CORRECT     	EL_01944	Tony Stewart	Tony Stewart
